skin_name,quality,wear
StatTrak™ Dual Berettas | Dualing Dragons,stat_blue,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
StatTrak™ Glock-18 | Wraiths,stat_blue,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
StatTrak™ XM1014 | Scumbria,stat_blue,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
StatTrak™ MAG-7 | Cobalt Core,stat_blue,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
StatTrak™ SCAR-20 | Green Marine,stat_blue,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
StatTrak™ MP7 | Special Delivery,stat_purple,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
StatTrak™ Galil AR | Stone Cold,stat_purple,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
StatTrak™ M249 | Nebula Crusader,stat_purple,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
StatTrak™ P250 | Wingshot,stat_purple,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
StatTrak™ SSG 08 | Big Iron,stat_pink,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
StatTrak™ G3SG1 | Flux,stat_pink,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
StatTrak™ AK-47 | Frontside Misty,stat_pink,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
StatTrak™ USP-S | Kill Confirmed,stat_red,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
StatTrak™ M4A1-S | Golden Coil,stat_red,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
★ StatTrak™ Shadow Daggers,stat_yellow,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
★ StatTrak™ Shadow Daggers | Crimson Web,stat_yellow,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
★ StatTrak™ Shadow Daggers | Fade,stat_yellow,"(Factory New), (Minimal Wear)"
★ StatTrak™ Shadow Daggers | Blue Steel,stat_yellow,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
★ StatTrak™ Shadow Daggers | Night,stat_yellow,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
★ StatTrak™ Shadow Daggers | Slaughter,stat_yellow,"(Factory New), (Minimal Wear), (Field-Tested)"
★ StatTrak™ Shadow Daggers | Case Hardened,stat_yellow,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
★ StatTrak™ Shadow Daggers | Boreal Forest,stat_yellow,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
★ StatTrak™ Shadow Daggers | Scorched,stat_yellow,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
★ StatTrak™ Shadow Daggers | Forest DDPAT,stat_yellow,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
★ StatTrak™ Shadow Daggers | Stained,stat_yellow,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
★ StatTrak™ Shadow Daggers | Urban Masked,stat_yellow,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
★ StatTrak™ Shadow Daggers | Safari Mesh,stat_yellow,"(Factory New), (Minimal Wear), (Field-Tested), (Well-Worn), (Battle-Scarred)"
